#Data before trigger:
#Data after trigger:
1284,1263,16180981
1270,1244,16180983
1246,1225,16180986
1261,1233,16180989
1256,1238,16180992
1258,1233,16180995
1259,1235,16180998
1260,1235,16181001
1259,1236,16181004
1257,1235,16181007
1283,1257,16181010
1272,1247,16181013
1259,1229,16181016
1254,1237,16181019
1256,1230,16181022
1260,1235,16181025
1258,1233,16181028
1260,1233,16181031
1259,1235,16181034
1257,1232,16181037
1283,1256,16181040
1272,1248,16181043
1258,1242,16181046
1252,1227,16181049
1261,1234,16181052
1258,1236,16181055
1258,1232,16181058
1260,1234,16181061
1258,1234,16181064
1256,1232,16181067
1272,1263,16181070
1260,1249,16181073
1253,1225,16181076
1262,1234,16181079
1259,1236,16181082
1258,1233,16181085
1260,1235,16181088
1261,1234,16181091
1259,1235,16181094
1282,1232,16181097
1270,1259,16181100
1249,1248,16181103
1263,1230,16181106
1255,1235,16181109
1258,1230,16181112
1260,1236,16181115
1258,1234,16181118
1265,1233,16181121
1256,1230,16181124
1282,1230,16181127
1271,1257,16181130
1264,1247,16181133
1252,1235,16181136
1256,1227,16181139
1261,1236,16181142
1257,1235,16181145
1259,1232,16181148
1263,1234,16181151
1255,1233,16181154
1283,1263,16181157
1270,1245,16181160
1244,1231,16181163
1261,1231,16181166
1257,1237,16181169
1258,1232,16181172
1260,1236,16181175
1259,1234,16181178
1259,1234,16181181
1253,1237,16181184
1282,1256,16181187
1272,1247,16181190
1263,1237,16181193
1251,1233,16181196
1257,1229,16181199
1260,1235,16181202
1258,1235,16181205
1259,1233,16181208
1258,1234,16181211
1277,1231,16181214
1266,1260,16181217
1255,1246,16181220
1252,1222,16181223
1262,1235,16181226
1256,1235,16181229
1260,1233,16181232
1260,1236,16181235
1259,1234,16181238
1261,1234,16181241
1281,1230,16181244
1271,1257,16181247
1258,1247,16181250
1256,1239,16181253
1252,1228,16181256
1259,1233,16181259
1259,1235,16181262
1258,1234,16181265
1259,1234,16181268
1255,1233,16181271
1284,1259,16181274
1270,1244,16181277
1245,1226,16181280
1261,1235,16181283
1257,1238,16181286
1257,1232,16181289
1261,1236,16181292
1258,1235,16181295
1260,1233,16181298
1254,1229,16181301
1281,1255,16181304
1271,1246,16181307
1253,1239,16181310
1256,1229,16181313
1262,1238,16181316
1257,1234,16181319
1260,1234,16181322
1259,1237,16181325
1256,1234,16181328
1282,1229,16181331
1270,1258,16181334
1262,1246,16181337
1253,1237,16181340
1254,1228,16181343
1259,1235,16181346
1257,1234,16181349
1260,1234,16181352
1259,1236,16181355
1250,1234,16181358
